token: the, frequency: 6522
token: attitude, frequency: 10
token: atmosphere, frequency: 10
token: army, frequency: 10
token: ancient, frequency: 10
token: altogether, frequency: 10
token: alter, frequency: 10
token: ain, frequency: 10
token: aged, frequency: 10
token: accord, frequency: 10
token: youth, frequency: 9
token: yelled, frequency: 9
token: write, frequency: 9
token: wrist, frequency: 9
token: workers, frequency: 9
token: windows, frequency: 9
token: wind, frequency: 9
token: wave, frequency: 9
token: watch, frequency: 9
token: warning, frequency: 9
token: various, frequency: 9
token: utterly, frequency: 9
token: usually, frequency: 9
token: understood, frequency: 9
token: underground, frequency: 9
token: unconscious, frequency: 9
token: thus, frequency: 9
token: terror, frequency: 9
token: surprise, frequency: 9
token: stepped, frequency: 9
token: steel, frequency: 9
token: start, frequency: 9
token: smooth, frequency: 9
token: slavery, frequency: 9
token: series, frequency: 9
token: screaming, frequency: 9
token: scientific, frequency: 9
token: scent, frequency: 9
token: save, frequency: 9
token: sanity, frequency: 9
token: rule, frequency: 9
token: remark, frequency: 9
token: reached, frequency: 9
token: purges, frequency: 9
token: producing, frequency: 9
token: private, frequency: 9
token: prevent, frequency: 9
token: posters, frequency: 9
token: possibility, frequency: 9
token: pick, frequency: 9
token: peculiar, frequency: 9
token: parts, frequency: 9
token: papers, frequency: 9
token: panic, frequency: 9
token: ought, frequency: 9
token: otherwise, frequency: 9
token: organization, frequency: 9
token: oranges, frequency: 9
token: opinion, frequency: 9
token: nonsense, frequency: 9
token: noise, frequency: 9
token: named, frequency: 9
token: naked, frequency: 9
token: monstrous, frequency: 9
token: momentary, frequency: 9
token: minds, frequency: 9
token: market, frequency: 9
token: lunch, frequency: 9
token: lit, frequency: 9
token: lines, frequency: 9
token: lever, frequency: 9
token: lemons, frequency: 9
token: lavatory, frequency: 9
token: knows, frequency: 9
token: intelligence, frequency: 9
token: ink, frequency: 9
token: importance, frequency: 9
token: horrible, frequency: 9
token: heretical, frequency: 9
token: guess, frequency: 9
token: follow, frequency: 9
token: floating, frequency: 9
token: floated, frequency: 9
token: flash, frequency: 9
token: field, frequency: 9
token: external, frequency: 9
token: eight, frequency: 9
token: eat, frequency: 9
token: ears, frequency: 9
token: drew, frequency: 9
token: dreams, frequency: 9
token: dozen, frequency: 9
token: doctrine, frequency: 9
token: detail, frequency: 9
token: current, frequency: 9
token: cry, frequency: 9
token: countries, frequency: 9
token: contact, frequency: 9
token: confessions, frequency: 9
token: confession, frequency: 9
token: comrades, frequency: 9
token: committee, frequency: 9
token: commit, frequency: 9
token: cigarettes, frequency: 9
token: chestnut, frequency: 9
token: changes, frequency: 9
token: ceased, frequency: 9
token: camp, frequency: 9
token: buy, frequency: 9
token: breath, frequency: 9
token: break, frequency: 9
token: betray, frequency: 9
token: beside, frequency: 9
token: bent, frequency: 9
token: bar, frequency: 9
token: baby, frequency: 9
token: animal, frequency: 9
token: ages, frequency: 9
token: afterwards, frequency: 9
token: actual, frequency: 9
token: action, frequency: 9
token: abruptly, frequency: 9
token: abolished, frequency: 9
token: 1984, frequency: 9
token: worth, frequency: 8
token: wished, frequency: 8
token: wear, frequency: 8
token: warfare, frequency: 8
token: version, frequency: 8
token: utter, frequency: 8
token: unmistakable, frequency: 8
token: unable, frequency: 8
token: ultimately, frequency: 8
token: ulcer, frequency: 8
token: turning, frequency: 8
token: trees, frequency: 8
token: traitors, frequency: 8
token: touching, frequency: 8
token: tomorrow, frequency: 8
token: tobacco, frequency: 8
token: third, frequency: 8
token: technical, frequency: 8
token: tear, frequency: 8
token: talked, frequency: 8
token: system, frequency: 8
token: swine, frequency: 8
token: suicide, frequency: 8
token: suggested, frequency: 8
token: sudden, frequency: 8
token: succeeded, frequency: 8
token: stew, frequency: 8
token: station, frequency: 8
token: standards, frequency: 8
token: spent, frequency: 8
token: smallest, frequency: 8
token: slogan, frequency: 8
token: sinking, frequency: 8
token: sign, frequency: 8
token: shorts, frequency: 8
token: send, frequency: 8
token: seized, frequency: 8
token: science, frequency: 8
token: saccharine, frequency: 8
token: rolled, frequency: 8
token: rich, frequency: 8
token: rhyme, frequency: 8
token: required, frequency: 8
token: reflected, frequency: 8
token: range, frequency: 8
token: putting, frequency: 8
token: progress, frequency: 8
token: production, frequency: 8
token: produce, frequency: 8
token: pneumatic, frequency: 8
token: plaster, frequency: 8
token: pipe, frequency: 8
token: pink, frequency: 8
token: permanent, frequency: 8
token: perfect, frequency: 8
token: per, frequency: 8
token: pass, frequency: 8
token: orthodox, frequency: 8
token: opinions, frequency: 8
token: ogilvy, frequency: 8
token: noisy, frequency: 8
token: newspapers, frequency: 8
token: myself, frequency: 8
token: messages, frequency: 8
token: mattered, frequency: 8
token: mask, frequency: 8
token: makes, frequency: 8
token: liberty, frequency: 8
token: leaves, frequency: 8
token: leading, frequency: 8
token: leader, frequency: 8
token: kinds, frequency: 8
token: kilometres, frequency: 8
token: junior, frequency: 8
token: jobs, frequency: 8
token: intervals, frequency: 8
token: instrument, frequency: 8
token: ignorance, frequency: 8
token: ideological, frequency: 8
token: identity, frequency: 8
token: ideas, frequency: 8
token: hunger, frequency: 8
token: hot, frequency: 8
token: helplessness, frequency: 8
token: happy, frequency: 8
token: halted, frequency: 8
token: green, frequency: 8
token: goods, frequency: 8
token: gazing, frequency: 8
token: frontiers, frequency: 8
token: frightened, frequency: 8
token: friend, frequency: 8
token: flitted, frequency: 8
token: fifties, frequency: 8
token: fall, frequency: 8
token: faded, frequency: 8
token: expressionless, frequency: 8
token: evil, frequency: 8
token: events, frequency: 8
token: essential, frequency: 8
token: escape, frequency: 8
token: equally, frequency: 8
token: entirely, frequency: 8
token: entire, frequency: 8
token: emotion, frequency: 8
token: elbow, frequency: 8
token: dull, frequency: 8
token: dressed, frequency: 8
token: draw, frequency: 8
token: dollars, frequency: 8
token: din, frequency: 8
token: decided, frequency: 8
token: dare, frequency: 8
token: cried, frequency: 8
token: command, frequency: 8
token: coarse, frequency: 8
token: clung, frequency: 8
token: claimed, frequency: 8
token: citizen, frequency: 8
token: chose, frequency: 8
token: chess, frequency: 8
token: characteristic, frequency: 8
token: cause, frequency: 8
token: cafe, frequency: 8
token: bound, frequency: 8
token: bottom, frequency: 8
token: born, frequency: 8
token: blades, frequency: 8
token: begin, frequency: 8
token: becomes, frequency: 8
token: beauty, frequency: 8
token: awake, frequency: 8
token: ave, frequency: 8
token: attempt, frequency: 8
token: atomic, frequency: 8
token: arguments, frequency: 8
token: anti, frequency: 8
token: angle, frequency: 8
token: alley, frequency: 8
token: ahead, frequency: 8
token: ah, frequency: 8
token: agreed, frequency: 8
token: aeroplanes, frequency: 8
token: advance, frequency: 8
token: absolute, frequency: 8
token: aaronson, frequency: 8
token: 3, frequency: 8
token: yesterday, frequency: 7
token: worship, frequency: 7
token: wiped, frequency: 7
token: whispered, frequency: 7
token: vivid, frequency: 7
token: useless, frequency: 7
token: unusual, frequency: 7
token: uniform, frequency: 7
token: unbearable, frequency: 7
token: ugly, frequency: 7
token: try, frequency: 7
token: trumpet, frequency: 7
token: trial, frequency: 7
token: tray, frequency: 7
token: tramp, frequency: 7
token: tone, frequency: 7
token: texture, frequency: 7
token: territory, frequency: 7
token: survive, frequency: 7
token: surely, frequency: 7
token: supply, frequency: 7
token: sufficiently, frequency: 7
token: stupidity, frequency: 7
token: strip, frequency: 7
token: stairs, frequency: 7
token: spy, frequency: 7
token: spirit, frequency: 7
token: space, frequency: 7
token: south, frequency: 7
token: sour, frequency: 7
token: somebody, frequency: 7
token: socialism, frequency: 7
token: smaller, frequency: 7
token: shout, frequency: 7
token: shoes, frequency: 7
token: ship, frequency: 7
token: shelf, frequency: 7
token: sharp, frequency: 7
token: shaking, frequency: 7
token: shade, frequency: 7
token: serious, frequency: 7
token: section, frequency: 7
token: sea, frequency: 7
token: scrap, frequency: 7
token: school, frequency: 7
token: sabotage, frequency: 7
token: row, frequency: 7
token: routine, frequency: 7
token: roar, frequency: 7
token: rid, frequency: 7
token: rewritten, frequency: 7
token: return, frequency: 7
token: retained, frequency: 7
token: refused, frequency: 7
token: reduced, frequency: 7
token: record, frequency: 7
token: rebellion, frequency: 7
token: reach, frequency: 7
token: rapidly, frequency: 7
token: quiet, frequency: 7
token: questions, frequency: 7
token: prole, frequency: 7
token: pretty, frequency: 7
token: presumably, frequency: 7
token: press, frequency: 7
token: presence, frequency: 7
token: pour, frequency: 7
token: possess, frequency: 7
token: plan, frequency: 7
token: photographs, frequency: 7
token: packet, frequency: 7
token: notice, frequency: 7
token: nineteen, frequency: 7
token: nervous, frequency: 7
token: neither, frequency: 7
token: needle, frequency: 7
token: murder, frequency: 7
token: mercy, frequency: 7
token: mentioned, frequency: 7
token: material, frequency: 7
token: marked, frequency: 7
token: marching, frequency: 7
token: mad, frequency: 7
token: loose, frequency: 7
token: list, frequency: 7
token: liked, frequency: 7
token: lights, frequency: 7
token: leg, frequency: 7
token: learned, frequency: 7
token: laws, frequency: 7
token: laughter, frequency: 7
token: largely, frequency: 7
token: knee, frequency: 7
token: keeping, frequency: 7
token: jones, frequency: 7
token: issue, frequency: 7
token: involved, frequency: 7
token: inconceivable, frequency: 7
token: hoped, frequency: 7
token: hit, frequency: 7
token: hierarchical, frequency: 7
token: hide, frequency: 7
token: heretic, frequency: 7
token: haven, frequency: 7
token: happiness, frequency: 7
token: handed, frequency: 7
token: grave, frequency: 7
token: goes, frequency: 7
token: giving, frequency: 7
token: games, frequency: 7
token: game, frequency: 7
token: frame, frequency: 7
token: fragments, frequency: 7
token: forms, frequency: 7
token: fit, frequency: 7
token: films, frequency: 7
token: father, frequency: 7
token: family, frequency: 7
token: fairly, frequency: 7
token: extent, frequency: 7
token: exercise, frequency: 7
token: evident, frequency: 7
token: everyday, frequency: 7
token: evenings, frequency: 7
token: enthusiasm, frequency: 7
token: ends, frequency: 7
token: emotions, frequency: 7
token: dying, frequency: 7
token: due, frequency: 7
token: drinking, frequency: 7
token: drink, frequency: 7
token: doorway, frequency: 7
